Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Stage1_Pass,Scope_Category,Skin_Terms,Aging_Terms,Sample_Terms,Age_Contrast_Terms,Intervention_Terms,Incidental_Signals,Off_Topic_Signals,Central_Sentences,Submission_Date,GEO_Link
GSE99745,RNA-Seq of polysome profiling fractions and whole cell lysates of UVB-irradiated N-TERT keratinocytes,exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; keratinocyte,senescence,keratinocyte_sample,,,,,0,2018/02/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99745
GSE102271,Expression analysis of melanocyte stem cells from Mitfmi-vga9/+ mice reveals a role for MITF in the transcriptional regulation of innate immune gene expression,exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,melanocyte,skin_appendage_aging_phenotype,melanocyte_sample,,,,,0,2018/02/04,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102271
GSE75192,"Deep sequencing of mRNA from mouse at five different timepoints in three different tissues (brain, liver, skin)",exclude,-4,标题和实验设计指向非皮肤器官，皮肤/衰老仅为附带描述,exclude,标题和实验设计指向非皮肤器官，皮肤/衰老仅为附带描述,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic,,,,,hepatic; neurologic,0,2018/01/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75192
GSE75337,"Deep sequencing of endogenous mRNA from Homo sapiens from four age categories in two different tissues (blood, skin)",exclude,2,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic,,,,,,0,2018/01/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75337
GSE78130,Deep sequencing of mRNA from Mus musculus at two different timepoints in skin (ear clip),exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,,,,,,0,2018/01/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE78130
GSE92724,Dermal endothelial cells of type 2 diabetic patients,exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; dermis,aging_generic,skin_direct,,,,,0,2018/01/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92724
GSE108674,Expression data in human young and old primary keratinocytes,include,17,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte,skin_aging; aging_generic; aged; young_vs_old,skin_direct; keratinocyte_sample,young_vs_old,,,,2,2018/01/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE108674
GSE100774,PUVA pretreatment leads to significant reduction in imiquimod induced psoriatic phenotype with gene expression signature associated with senescence,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2018/01/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100774
GSE101493,"microRNA expression in human keratinocytes from infant, adult and ederly skin",include,9,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,intrinsic_skin_aging,skin; keratinocyte,aging_generic,keratinocyte_sample,,,,,1,2017/12/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE101493
GSE59847,Global changes in gene expression in human dermal fibroblasts after CSL silencing,exclude,7,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; dermis; dermal_fibroblast; keratinocyte,aging_generic; senescence,hdf,,,,,0,2017/12/04,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE59847
GSE102269,Mitochondrial unfolded protein response gene Clpp plays a role in female fertility and reproductive aging,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2017/12/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102269
GSE89455,Proliferation pause as an early blockade of human cellular reprogramming toward pluripotency,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,,0,2017/12/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89455
GSE101673,Methylation analysis of HBEC cells exposed to cigarette smoke condensate (CSC) over a period of 15 months,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,,0,2017/10/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE101673
GSE101862,Genes expression in xenografts obtained from 15 months cigarette smoke condensate (CSC)-exposed HBEC cells following expression of KRASV12,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,,0,2017/10/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE101862
GSE101863,Gene Expression of HBEC-3KT cells exposed to cigarette smoke condensate (CSC) over a period of 15 months,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,,0,2017/10/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE101863
GSE103150,Exome-seq analysis of human bronchial epithelial cells (HBEC3KT) cells pre and post treatment with DMSO (Control) or 10 µg/ml cigarette smoke condensate (CSC) for 15 months and tumor xenografts obtained with 15 month CSC treated cells expressing KRASV12,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,cancer,0,2017/10/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE103150
GSE103331,"Chip-seq analysis of H3K4me3, H3K27me3, DNMT1 and EZH2 binding to chromatin following acute (10 days) and chronic (10 months) treatment of human bronchial epithelial cells (HBEC3KT) cells with 10 µg/ml cigarette smoke condensate (CSC).",exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,,0,2017/10/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE103331
GSE103147,Sequential inflammatory processes define human progression from M. tuberculosis infection to tuberculosis disease,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2017/10/17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE103147
GSE102676,Transcription factors and stress response gene alterations in human keratinocytes following Solar Simulated Ultra Violet Radiation,exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; keratinocyte,skin_aging; aging_generic,keratinocyte_sample,,,,,0,2017/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102676
GSE102639,"RNA seq_A375 gSMARCB1 + A549 etoposide, Aurora kinases inhibitors treated",exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,senescence,,,,,,0,2017/09/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102639
GSE92942,DNMT3b ChIP-Seq in enteric precursor cells,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2017/09/06,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92942
GSE87201,The transcriptome of human oocytes is related to age and ovarian reserve.,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2017/08/29,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87201
GSE97242,Imbalance of mitochondrial respiratory chain complexes in the epidermis induces severe skin inflammation,exclude,4,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte,aging_generic; aged,,,,,,0,2017/08/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97242
GSE84510,Expression data from epidermal stem cells from young mice fed either with normal diet or high fat diet,include,10,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,epidermis; skin_stem_cell,aging_generic; young_vs_old,epidermal_sample,young_vs_old,,,,0,2017/08/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84510
GSE84511,Circadian expression data from epidermal stem cells from young and aged mice,include,19,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,epidermis; skin_stem_cell,aging_generic; aged; young_vs_old; premature_aging,epidermal_sample,young_vs_old; age_groups,,,,1,2017/08/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84511
GSE84521,Circadian expression data from epidermal stem cells from adult and aged mice fed with normal diet or calorie restricted,include,17,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,epidermis; skin_stem_cell,aging_generic; aged,epidermal_sample,young_vs_old; age_groups,,,,1,2017/08/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84521
GSE84580,Adult stem cells undergo circadian reprogramming during ageing,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,epidermal_sample,,,,,0,2017/08/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84580
GSE102293,Enhanced Inflammatory Transcriptome in the Granulosa Cells of Women With Polycystic Ovarian Syndrome,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aged,,,,,reproductive,0,2017/08/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102293
GSE83855,Time-restricted feeding shifts the skin circadian clock and alters UVB-induced DNA damage,exclude,2,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; skin_stem_cell,skin_aging; aging_generic,,,,,,0,2017/08/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE83855
GSE86139,Induction of alternative proinflammatory cytokines accounts for sustained psoriasiform skin inflammation in IL-17C+IL-6KO mice [array],exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; cutaneous; keratinocyte,,,,,,other_disease,0,2017/08/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86139
GSE86140,Induction of alternative proinflammatory cytokines accounts for sustained psoriasiform skin inflammation in IL-17C+IL-6KO mice,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,,,,,other_disease,0,2017/08/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86140
GSE85365,Recovery of genomic stability by ZSCAN10 in induced pluripotent stem cells from aged donors,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; aged,,,,,pluripotent,0,2017/07/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE85365
GSE100920,Real-time quantitative PCR analysis of primary human dermal fibroblasts_comparing young (5 month old) and old (78 years old) samples treated with GC4419,include,12,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,dermis,age_related; young_vs_old,dermal_sample,young_vs_old,,,,1,2017/07/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100920
GSE100921,"Real-time quantitative PCR analysis of primary human dermal fibroblasts: young, old and treated with GC4419",include,12,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,dermis; dermal_fibroblast,young_vs_old,dermal_sample,young_vs_old,,,,0,2017/07/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100921
GSE90051,Keloid tissue: active keloid lesion vs. adjacent normal skin tissue,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,skin_tissue,,,,,0,2017/07/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90051
GSE99221,A common intronic variant of PARP1 confers melanoma risk and mediates melanocyte growth and senescence escape via regulation of MITF,exclude,4,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,melanocyte,senescence,melanocyte_sample,,,,cancer,0,2017/07/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99221
GSE78722,RNA-microarray analyses and protein profiles from affected and clinically non-affected scalp in male androgenetic alopecia patients,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,,,,,,0,2017/06/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE78722
GSE100409,Real-time quantitative PCR analysis of primary human dermal fibroblasts_comparing two young samples (fibroblasts isolated from a 5 month old vs. those from a 1 year old),include,12,明确包含皮肤样本，并设置年龄、衰老或光老化对照,exclude,仅比较 5 月龄与 1 岁供者的两个幼年来源成纤维细胞样本，元数据明确称两者均为 young，不构成皮肤老化对照。,evidence_adjudication,True,intrinsic_skin_aging,dermis,young_vs_old,dermal_sample,young_vs_old,,,,1,2017/06/23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100409
GSE83585,Naked mole rat cells show resistance to iPSC reprogramming and signs of more stable epigenome,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,pluripotent,0,2017/06/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE83585
GSE76200,Gene Expression Pattern in EP300 knocked-down MCF7 cells and corresponding paclitaxel resistant derivatives,exclude,-3,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,exclude,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,two_stage_rule,True,intrinsic_skin_aging,epidermis,senescence,,,,,cancer,0,2017/06/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76200
GSE98240,Expression data of growing and senescent human fibroblasts (BJ cells) after p21 knockdown,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,age_related; aging_generic; senescence,,,,,,0,2017/06/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98240
GSE99397,"Oncogene-Expressing senescent melanocytes upregulate MHC Class II, re-localize to the lymph nodes and activate T cells",include,7,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,cellular_senescence,melanocyte,senescence,melanocyte_sample,,,,,0,2017/06/09,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99397
GSE90068,REST suppression mediates neural conversion of adult human fibroblasts via microRNA dependent and independent pathways,exclude,-3,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,intrinsic_skin_aging,dermis; dermal_fibroblast,aged,,,,,neurologic,0,2017/06/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90068
GSE58721,BRAF inhibition leads to oxidative phosphorylation and cellular senescence in human melanoma cells,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,cancer,0,2017/05/22,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE58721
GSE99013,Cellular Senescence RT2 Profiler PCR Array of replicative senescent and hyperglycemia treated HUVECs,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2017/05/18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99013
GSE76878,INTS8 mutations cause severe neurodevelopmental syndrome,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2017/05/17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76878
GSE93657,ENPP1 Mutation Causes Recessive Cole Disease by Altering Melanogenesis,exclude,2,研究核心为特定疾病模型，未直接研究皮肤老化,exclude,研究对象为 ENPP1 相关 Cole disease 色素异常，aged-matched control 仅用于匹配，不研究皮肤老化。,evidence_adjudication,True,intrinsic_skin_aging,melanocyte,aged,melanocyte_sample,,,,other_disease,1,2017/04/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93657
GSE98136,DNA damage signaling mediates the functional antagonism between replicative senescence and terminal muscle differentiation,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,aged; senescence,,replicative_aging,,,,0,2017/04/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE98136
GSE94280,Regulation of Lipids is Central to Replicative Senescence,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,aging_generic; senescence,,replicative_aging,,,,0,2017/03/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94280
GSE97034,Changes in miRNA expression during wound healing in mouse aged skin,include,18,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,aged_skin_repair,skin,aged_skin; age_related; aged; young_vs_old,skin_punch_biopsy; skin_direct; skin_tissue,,,,,2,2017/03/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97034
GSE79642,Synthesis and activity of the salicylic acid ester of bakuchiol in psoriasiform keratinocytes and skin substitutes,exclude,6,研究核心为特定疾病模型，未直接研究皮肤老化,exclude,研究核心为特定疾病模型，未直接研究皮肤老化,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte,skin_aging; aging_generic,keratinocyte_sample,,aged_skin_treatment,,other_disease,0,2017/03/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE79642
GSE95625,Expression profiling of Sudanese visceral leishmaniasis patients pre- and post-treatment with sodium stibogluconate,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,dermis,,,,,,,0,2017/03/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE95625
GSE95421,Gene expression architecture of mouse dorsal and tail skin reveals functional differences in inflammation and cancer [telogen/anagen],exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; skin_appendage,,skin_direct,,,,cancer,0,2017/02/27,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE95421
GSE86244,Early Chronological Aging in Human Adipose-Derived Stem Cells Marked by Distinct Transcriptional Regulation Compared to Differentiated Cells,exclude,4,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,chronological_aging; age_related; aging_generic,,,,,,0,2017/02/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86244
GSE67555,TFAP2A ChIP-seq in human primary melanocytes,exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,melanocyte,skin_appendage_aging_phenotype,melanocyte_sample,,,,,0,2017/02/23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE67555
GSE72953,TFAP2A ChIP-seq in mouse immortalized melanocytes,exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,melanocyte,skin_appendage_aging_phenotype,melanocyte_sample,,,,,0,2017/02/17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72953
GSE84935,Autophagy deficient keratinocytes under paraquat stress,exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,keratinocyte,aging_generic; aged; senescence,keratinocyte_sample,,,,,0,2017/02/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84935
GSE78128,RNA-sequencing of non-senescent and senescent mouse skin fibroblast,include,15,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,cellular_senescence,skin,senescence,skin_direct; skin_fibroblast,senescent_control,,,,1,2017/02/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE78128
GSE85358,Metabolic alterations in aged human skin in vivo,include,16,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis,aged_skin; age_related; aging_generic; aged; young_vs_old,skin_tissue,young_vs_old,,,,2,2017/01/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE85358
GSE93564,Oncogene-induced senescence in primary mouse keratinocytes,include,7,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,cellular_senescence,keratinocyte,senescence,keratinocyte_sample,,,,,0,2017/01/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93564
GSE87688,Sub-chronic pulmonary transcriptional response to a mixture of 4 PAHs in adult male MutaTMMouse.,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,dermis,,,,,,lung,0,2017/01/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87688
GSE87689,Sub-chronic pulmonary transcriptional response to a mixture of 8 polycyclic aromatic hydrocarbons in adult male MutaTMMouse.,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,dermis,,,,,,lung,0,2017/01/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87689
GSE87690,"Sub-chronic pulmonary transcriptional response to coal tar, a PAH-containing complex mixture, in adult male MutaTMMouse.",exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,dermis,,,,,,lung,0,2017/01/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87690
GSE86294,miRNAs are required for post-induction stage sweat gland development [mRNA],exclude,0,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic,,,,,,0,2016/12/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86294
GSE86295,miRNAs are required for post-induction stage sweat gland development [miRNA],exclude,0,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,intrinsic_skin_aging,skin,aging_generic,,,,,,0,2016/12/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE86295
GSE75000,Inefficient DNA repair is an aging-related modifier of Parkinson disease,exclude,-1,标题和实验设计指向非皮肤器官，皮肤/衰老仅为附带描述,exclude,标题和实验设计指向非皮肤器官，皮肤/衰老仅为附带描述,two_stage_rule,True,aged_skin_repair,dermis; dermal_fibroblast,age_related; aging_generic,,,,,neurologic,0,2016/11/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75000
GSE87545,Transcriptomic signatures in follicular cells associated with failure of in vitro fertilization in humans,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2016/10/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87545
GSE74283,Epithelial cell RNA-seq in aged skin,include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,aged_skin_repair,skin; epidermis; keratinocyte; skin_appendage,aged_skin; aged; young_vs_old,keratinocyte_sample,young_vs_old,,,,1,2016/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE74283
