Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Stage1_Pass,Scope_Category,Skin_Terms,Aging_Terms,Sample_Terms,Age_Contrast_Terms,Intervention_Terms,Incidental_Signals,Off_Topic_Signals,Central_Sentences,Submission_Date,GEO_Link
GSE110982,The effect of caloric restriction on the transcriptome of dermal fibroblasts during aging,include,18,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,rejuvenation_intervention,skin; dermis; dermal_fibroblast,aged_skin; age_related; aging_generic; aged; young_vs_old; rejuvenation,dermal_sample,young_vs_old,anti_aging_intervention,,,2,2018/11/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE110982
GSE111136,scRNAseq of aging dermal fibroblasts,include,17,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,dermis; dermal_fibroblast,aging_generic; young_vs_old,dermal_sample,young_vs_old; age_groups; age_time_course,,,,1,2018/11/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111136
GSE117762,The effect of aging on the transcriptome of murine dermal fibroblasts isolated from male mice,include,18,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,rejuvenation_intervention,skin; dermis; dermal_fibroblast,aged_skin; age_related; aging_generic; aged; young_vs_old; rejuvenation,dermal_sample,young_vs_old,anti_aging_intervention,,,2,2018/11/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE117762
GSE117763,The effect of cell culture on age-related transcriptomic changes in dermal fibroblasts,include,18,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,rejuvenation_intervention,skin; dermis; dermal_fibroblast,aged_skin; age_related; aging_generic; aged; young_vs_old; rejuvenation,dermal_sample,young_vs_old,anti_aging_intervention,,,2,2018/11/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE117763
GSE121460,Age-related loss of innate immune antimicrobial function of dermal fat is mediated by TGFβ,include,10,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,intrinsic_skin_aging,skin; dermis; dermal_fibroblast,age_related; aging_generic,skin_direct; dermal_sample,,,,,0,2018/10/18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE121460
GSE100335,MYC interacts with the G9a histone methyltransferase to control transcriptional repression in cancer,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,cancer,0,2018/10/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE100335
GSE120783,Glucocorticoid induced gene signature in human skin,include,10,皮肤样本用于验证抗衰老或年轻化干预,include,皮肤样本用于验证抗衰老或年轻化干预,two_stage_rule,True,intrinsic_skin_aging,skin,skin_aging; aged_skin; aging_generic; aged,skin_biopsy; skin_punch_biopsy,,aged_skin_treatment,,,0,2018/10/04,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE120783
GSE114006,miRNA expression data from sun-exposed and sun- protected skin of young (18-25 years) and old (>70 years) females,include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin,photoaging; chronological_aging; aging_generic; aged; young_vs_old,skin_direct,young_vs_old,,,,5,2018/08/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE114006
GSE106097,Gene expression changes in fibroblasts with constitutively active Nrf2 reflect a senescence-associated secretory phenotype (SASP),include,5,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,cellular_senescence,skin; keratinocyte,senescence,skin_direct,,,,,0,2018/08/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE106097
GSE107319,Androgen receptor functions as transcriptional repressor of Cancer Associated Fibroblast (CAF) activation [RNA-seq],exclude,0,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,skin; dermis; dermal_fibroblast,age_related; senescence,hdf,,,,cancer,0,2018/08/28,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE107319
GSE107320,Androgen receptor functions as transcriptional repressor of Cancer Associated Fibroblast (CAF) activation [ChIP-seq],exclude,3,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,skin; dermis; dermal_fibroblast,age_related; senescence,dermal_sample; hdf,,,,cancer,0,2018/08/28,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE107320
GSE102983,Rejuvenation and conversion of skin fibroblasts for immune modulation and bone and cartilage repair in vivo,exclude,4,研究核心为特定疾病模型，未直接研究皮肤老化,exclude,研究核心为特定疾病模型，未直接研究皮肤老化,two_stage_rule,True,rejuvenation_intervention,skin,aged_skin; aging_generic; aged; young_vs_old; rejuvenation,skin_fibroblast,,,,skeletal_repair,0,2018/08/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102983
GSE116815,Generation of trichogenic adipose-derived stem cells by expression of three factors,exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,skin_appendage_aging,dermis; skin_appendage,aging_generic,,,,,,0,2018/08/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE116815
GSE117545,Comparison of expression profile between fibroblasts taken from young (23 years old) and aged (70 years old) donors,include,12,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; dermis; dermal_fibroblast,aging_generic; aged; young_vs_old,dermal_sample,young_vs_old,,,,1,2018/07/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE117545
GSE93833,"Basal hair follicle stem cell mRNA expression levels of mice at 3, 19 and 24 months of age",include,8,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,skin_appendage_aging,skin; skin_appendage,chronological_aging; aging_generic,skin_appendage_sample,age_series,,,,0,2018/07/18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93833
GSE113484,ELF1 expression in prostate cells reduces oncogenic ETS functions and promotes senescence and sensitivity to chemotherapy through distinct gene expression programs [ChIP-seq],exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2018/07/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE113484
GSE113485,ELF1 expression in prostate cells reduces oncogenic ETS functions and promotes senescence and sensitivity to chemotherapy through distinct gene expression programs [RNA-seq],exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2018/07/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE113485
GSE113499,ELF1 expression in prostate cells reduces oncogenic ETS functions and promotes senescence and sensitivity to chemotherapy through distinct gene expression programs,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2018/07/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE113499
GSE95354,Differentially transcribed miRNAs in stress-induced premature senecence (SIPS),include,8,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,cellular_senescence,dermis; dermal_fibroblast,senescence,hdf,senescent_control,,,,0,2018/06/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE95354
GSE89925,Proliferation pause as an early blockade of human cellular reprogramming toward pluripotency [Methylation analysis],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2018/04/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89925
GSE89975,Proliferation pause as an early blockade of human cellular reprogramming toward pluripotency [RNA-seq analysis],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2018/04/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89975
GSE89976,Proliferation pause as an early blockade of human cellular reprogramming toward pluripotency [ChIP-seq analysis],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2018/04/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89976
GSE90014,Proliferation pause as an early blockade of human cellular reprogramming toward pluripotency [single cell RNA-seq analysis],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2018/04/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE90014
GSE93535,RNAseq of quiescent (Q) and stress induced premature senescent (SIPS) fibroblasts treated with plant extract (1201) from Solidago vigaurea subspecies alpestris,include,11,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,cellular_senescence,skin,senescence,skin_direct; skin_fibroblast,senescent_control,,,,0,2018/03/09,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE93535
GSE104764,Chip-chip from human epidermis with H3ac,include,7,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,photoaging,skin; epidermis,photoaging,skin_tissue,,,,,1,2018/02/28,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE104764
GSE92724,Dermal endothelial cells of type 2 diabetic patients,exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,aged_skin_repair,skin; dermis,aging_generic,skin_direct,,,,,0,2018/01/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE92724
GSE108674,Expression data in human young and old primary keratinocytes,include,17,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte,skin_aging; aging_generic; aged; young_vs_old,skin_direct; keratinocyte_sample,young_vs_old,,,,2,2018/01/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE108674
GSE59847,Global changes in gene expression in human dermal fibroblasts after CSL silencing,exclude,7,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,cellular_senescence,skin; dermis; dermal_fibroblast; keratinocyte,aging_generic; senescence,hdf,,,,,0,2017/12/04,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE59847
GSE89455,Proliferation pause as an early blockade of human cellular reprogramming toward pluripotency,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2017/12/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE89455
GSE102269,Mitochondrial unfolded protein response gene Clpp plays a role in female fertility and reproductive aging,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2017/12/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102269
GSE102676,Transcription factors and stress response gene alterations in human keratinocytes following Solar Simulated Ultra Violet Radiation,exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; keratinocyte,skin_aging; aging_generic,keratinocyte_sample,,,,,0,2017/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE102676
GSE87201,The transcriptome of human oocytes is related to age and ovarian reserve.,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2017/08/29,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87201
GSE97242,Imbalance of mitochondrial respiratory chain complexes in the epidermis induces severe skin inflammation,exclude,4,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte,aging_generic; aged,,,,,,0,2017/08/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97242
GSE84510,Expression data from epidermal stem cells from young mice fed either with normal diet or high fat diet,include,10,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,epidermis; skin_stem_cell,aging_generic; young_vs_old,epidermal_sample,young_vs_old,,,,0,2017/08/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84510
GSE84511,Circadian expression data from epidermal stem cells from young and aged mice,include,19,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,epidermis; skin_stem_cell,aging_generic; aged; young_vs_old; premature_aging,epidermal_sample,young_vs_old; age_groups,,,,1,2017/08/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84511
GSE84521,Circadian expression data from epidermal stem cells from adult and aged mice fed with normal diet or calorie restricted,include,17,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,epidermis; skin_stem_cell,aging_generic; aged,epidermal_sample,young_vs_old; age_groups,,,,1,2017/08/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84521
GSE84580,Adult stem cells undergo circadian reprogramming during ageing,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,epidermal_sample,,,,,0,2017/08/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84580
GSE83855,Time-restricted feeding shifts the skin circadian clock and alters UVB-induced DNA damage,exclude,2,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,aged_skin_repair,skin; epidermis; skin_stem_cell,skin_aging; aging_generic,,,,,,0,2017/08/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE83855
GSE76200,Gene Expression Pattern in EP300 knocked-down MCF7 cells and corresponding paclitaxel resistant derivatives,exclude,-3,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,exclude,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,two_stage_rule,True,cellular_senescence,epidermis,senescence,,,,,cancer,0,2017/06/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76200
GSE99013,Cellular Senescence RT2 Profiler PCR Array of replicative senescent and hyperglycemia treated HUVECs,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2017/05/18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE99013
GSE97034,Changes in miRNA expression during wound healing in mouse aged skin,include,18,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,aged_skin_repair,skin,aged_skin; age_related; aged; young_vs_old,skin_punch_biopsy; skin_direct; skin_tissue,,,,,2,2017/03/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE97034
GSE79642,Synthesis and activity of the salicylic acid ester of bakuchiol in psoriasiform keratinocytes and skin substitutes,exclude,6,研究核心为特定疾病模型，未直接研究皮肤老化,exclude,研究核心为特定疾病模型，未直接研究皮肤老化,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte,skin_aging; aging_generic,keratinocyte_sample,,aged_skin_treatment,,other_disease,0,2017/03/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE79642
GSE85358,Metabolic alterations in aged human skin in vivo,include,16,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,aged_skin_repair,skin; epidermis,aged_skin; age_related; aging_generic; aged; young_vs_old,skin_tissue,young_vs_old,,,,2,2017/01/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE85358
GSE75000,Inefficient DNA repair is an aging-related modifier of Parkinson disease,exclude,-1,标题和实验设计指向非皮肤器官，皮肤/衰老仅为附带描述,exclude,标题和实验设计指向非皮肤器官，皮肤/衰老仅为附带描述,two_stage_rule,True,aged_skin_repair,dermis; dermal_fibroblast,age_related; aging_generic,,,,,neurologic,0,2016/11/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE75000
GSE87545,Transcriptomic signatures in follicular cells associated with failure of in vitro fertilization in humans,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2016/10/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE87545
GSE74283,Epithelial cell RNA-seq in aged skin,include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,skin_appendage_aging,skin; epidermis; keratinocyte; skin_appendage,aged_skin; aged; young_vs_old,keratinocyte_sample,young_vs_old,,,,1,2016/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE74283
GSE84971,Integrative Analysis of miRNA and mRNA Paired Expression Profiling of Primary Fibroblast Derived from Diabetic Foot Ulcers Reveals Multiple Impaired Cellular Functions,exclude,3,研究核心为特定疾病模型，未直接研究皮肤老化,exclude,研究核心为特定疾病模型，未直接研究皮肤老化,two_stage_rule,True,cellular_senescence,skin; epidermis; dermis; dermal_fibroblast; keratinocyte,senescence,skin_biopsy; skin_punch_biopsy,,,,other_disease,0,2016/10/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84971
GSE79189,The gene expression analysis of human astrocyte exposure to anti-suprabasin antibody: identification of a novel antibody for neuropsychiatric systemic lupus erythematosus,exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,cellular_senescence,epidermis,senescence,,,,,,0,2016/09/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE79189
GSE84333,Age-related changes in gene expression patterns of immature and aged rat primordial follicles,exclude,1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,aged_skin_repair,,age_related; aging_generic; aged,,,,,reproductive,0,2016/07/18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE84333
GSE45729,Downregulation of miR-15b is associated with increased SIRT4 expression in premature senescence and photoaging of the skin,exclude,13,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,exclude,Overall Design 的实际样本属于其他器官、肿瘤或非皮肤细胞,two_stage_rule,True,photoaging,skin; epidermis; dermis; dermal_fibroblast,skin_aging; aged_skin; photoaging; aging_generic; aged; senescence,,senescent_control; photoaging_model,,,cancer,4,2016/06/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE45729
GSE81579,Transcriptome analysis of human cumulus cells reveals hypoxia as the main determinant of follicular senescence.,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,age_related; senescence,,,,,reproductive,0,2016/05/19,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE81579
GSE80418,Abnormalities in hair follicles of Pla2g2e knockout mice,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; skin_appendage,,,,,,,0,2016/04/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE80418
GSE57445,The aging microenvironment promotes melanoma cell invasion and therapy resistance,exclude,7,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,intrinsic_skin_aging,skin; dermis; dermal_fibroblast,age_related; aging_generic; aged; young_vs_old,dermal_sample,young_vs_old,,,cancer,1,2016/04/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE57445
GSE72264,The comparison of MicroRNA profile of the dermis between young and old human,include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,skin; dermis,skin_aging; aged_skin; age_related; aging_generic; aged; young_vs_old,dermal_sample,young_vs_old,,,,2,2016/02/05,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72264
GSE77362,Expression data between WT and G3/4 Terc KO mouse ESCs during differentiation,exclude,0,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,epidermis,age_related; aging_generic; premature_aging,,,,,,0,2016/01/29,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE77362
GSE55688,ZEB1 expression prevents DNA replication stress in cancer stem cells and delays chromosomal instability [Affymetrix],exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,cancer,0,2015/12/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55688
GSE55989,ZEB1 expression prevents DNA replication stress in cancer stem cells and delays chromosomal instability [Agilent],exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,cancer,0,2015/12/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE55989
GSE72863,Hair follicle aging is driven by transepidermal stem cell elimination via COL17A1 proteolysis,include,10,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,skin_appendage_aging,skin; epidermis; skin_appendage,aging_generic; aged; young_vs_old,skin_appendage_sample,young_vs_old,,,,0,2015/12/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE72863
GSE61708,Effect of locally applied enalapril maleate on the gene expression profile in dorsal skin after UVB irradiation,exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,aged_skin_repair,skin,,skin_direct,,,,,0,2015/09/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE61708
GSE59942,Physical and functional CSL-p53 interactions underlie control of cancer stromal cell evolution [ChIP-seq],exclude,0,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,skin; dermis; dermal_fibroblast; keratinocyte,aging_generic; senescence,dermal_sample,,,,cancer,0,2015/08/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE59942
GSE65473,Physical and functional CSL-p53 interactions underlie control of cancer stromal cell evolution [RNA-seq],exclude,0,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,skin; dermis; dermal_fibroblast; keratinocyte,aging_generic; senescence,dermal_sample,,,,cancer,0,2015/08/24,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65473
GSE71827,Transgenic overexpression of Pla2g10 display alopecia and epidermal hyperplasia,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,skin_appendage_aging,skin; epidermis; skin_appendage,,,,,,,0,2015/08/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71827
GSE71829,Transgenic overexpression of Pla2g2f at a level relevant to skin pathology display alopecia and psoriasis-like epidermal hyperplasia,exclude,1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,skin_appendage_aging,skin; epidermis; skin_appendage,,,,,,other_disease,0,2015/08/08,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE71829
GSE62648,Gene expression profiles in dorsal skin of hairless mice orally administrated collagen hydrolysate for 1 week,include,7,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; dermis,chronological_aging; aging_generic; aged,skin_direct,,,,,1,2015/06/12,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62648
GSE62649,Gene expression profiles in dorsal skin of hairless mice orally administrated collagen hydrolysate for 12 weeks,include,7,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; dermis,chronological_aging; aging_generic; aged,skin_direct,,,,,1,2015/06/12,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE62649
GSE58153,Sox4 links tumor suppression to accelerated aging in mice [Hair regeneration],exclude,2,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,aged_skin_repair,skin; skin_stem_cell; skin_appendage,age_related; aging_generic,skin_appendage_sample,,,,cancer,0,2015/05/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE58153
